"","Assembly.Accession","Assembly.Level","Assembly.Stats.Contig.N50","Assembly.Stats.Scaffold.N50","Organism.Name","Assembly.Submission.Date","file"
"135","GCA_900302375.1","Scaffold",4956,6483,"Bathygadus melanobranchus","2018-03-19","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900302375.1/GCA_900302375.1_ASM90030237v1_genomic.fna"
"136","GCA_900302395.1","Scaffold",4452,5922,"Bregmaceros cantori","2018-03-30","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900302395.1/GCA_900302395.1_ASM90030239v1_genomic.fna"
"896","GCA_900302405.1","Scaffold",7314,9654,"Typhlichthys subterraneus","2018-03-19","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900302405.1/GCA_900302405.1_ASM90030240v1_genomic.fna"
"137","GCA_900302425.1","Scaffold",3682,4650,"Brosme brosme","2018-03-18","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900302425.1/GCA_900302425.1_ASM90030242v1_genomic.fna"
"138","GCA_900302515.1","Scaffold",3221,3572,"Boreogadus saida","2018-03-19","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900302515.1/GCA_900302515.1_ASM90030251v1_genomic.fna"
"550","GCA_900302535.1","Scaffold",8761,21768,"Neoniphon sammara","2018-03-21","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900302535.1/GCA_900302535.1_ASM90030253v1_genomic.fna"
"329","GCA_900302545.1","Scaffold",4051,5222,"Lampris guttatus","2018-03-30","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900302545.1/GCA_900302545.1_ASM90030254v1_genomic.fna"
"551","GCA_900302555.1","Scaffold",9816,21306,"Myripristis jacobus","2018-03-21","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900302555.1/GCA_900302555.1_ASM90030255v1_genomic.fna"
"729","GCA_900302585.1","Scaffold",6781,9773,"Regalecus glesne","2018-03-20","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900302585.1/GCA_900302585.1_ASM90030258v1_genomic.fna"
"330","GCA_900302595.1","Scaffold",3379,3951,"Gadiculus argenteus","2018-03-18","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900302595.1/GCA_900302595.1_ASM90030259v1_genomic.fna"
"730","GCA_900302605.1","Scaffold",5112,7469,"Rondeletia loricata","2018-03-19","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900302605.1/GCA_900302605.1_ASM90030260v1_genomic.fna"
"331","GCA_900302615.1","Scaffold",9243,21389,"Holocentrus rufus","2018-03-19","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900302615.1/GCA_900302615.1_ASM90030261v1_genomic.fna"
"139","GCA_900302635.1","Scaffold",4581,5920,"Chatrabus melanurus","2018-03-30","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900302635.1/GCA_900302635.1_ASM90030263v1_genomic.fna"
"897","GCA_900302655.1","Scaffold",9467,16564,"Sebastes norvegicus","2018-03-21","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900302655.1/GCA_900302655.1_ASM90030265v1_genomic.fna"
"898","GCA_900302685.1","Scaffold",11633,28198,"Spondyliosoma cantharus","2018-03-21","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900302685.1/GCA_900302685.1_ASM90030268v1_genomic.fna"
"332","GCA_900302695.1","Scaffold",17055,71786,"Helostoma temminkii","2018-03-19","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900302695.1/GCA_900302695.1_ASM90030269v1_genomic.fna"
"731","GCA_900302745.1","Scaffold",7343,16796,"Parablennius parvicornis","2018-03-19","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900302745.1/GCA_900302745.1_ASM90030274v1_genomic.fna"
"140","GCA_900302755.1","Scaffold",8509,14223,"Chromis chromis","2018-03-21","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900302755.1/GCA_900302755.1_ASM90030275v1_genomic.fna"
"552","GCA_900303205.1","Scaffold",3267,4433,"Mora moro","2018-03-18","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900303205.1/GCA_900303205.1_Mora_mora_assembly_genomic.fna"
"899","GCA_900303215.1","Scaffold",3900,6379,"Trachyrincus scabrus","2018-03-18","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900303215.1/GCA_900303215.1_ASM90030321v1_genomic.fna"
"333","GCA_900303225.1","Scaffold",3431,4715,"Laemonema laureysi","2018-03-18","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900303225.1/GCA_900303225.1_ASM90030322v1_genomic.fna"
"141","GCA_900303235.1","Scaffold",3282,3702,"Arctogadus glacialis","2018-03-19","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900303235.1/GCA_900303235.1_ASM90030323v1_genomic.fna"
"900","GCA_900303245.1","Scaffold",11209,32464,"Selene dorsalis","2018-03-19","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900303245.1/GCA_900303245.1_ASM90030324v1_genomic.fna"
"553","GCA_900303255.1","Scaffold",6729,11480,"Lesueurigobius sanzi","2018-03-21","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900303255.1/GCA_900303255.1_ASM90030325v1_genomic.fna"
"142","GCA_900303265.1","Scaffold",17578,45752,"Brotula barbata","2018-03-20","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900303265.1/GCA_900303265.1_ASM90030326v1_genomic.fna"
"143","GCA_900303275.1","Scaffold",6086,9774,"Antennarius striatus","2018-03-19","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900303275.1/GCA_900303275.1_ASM90030327v1_genomic.fna"
"554","GCA_900312545.1","Scaffold",3670,5117,"Merluccius merluccius","2018-03-18","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900312545.1/GCA_900312545.1_ASM90031254v1_genomic.fna"
"334","GCA_900312555.1","Scaffold",4213,5470,"Lamprogrammus exutus","2018-03-20","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900312555.1/GCA_900312555.1_ASM90031255v1_genomic.fna"
"144","GCA_900312565.1","Scaffold",4286,5987,"Beryx splendens","2018-03-19","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900312565.1/GCA_900312565.1_ASM90031256v1_genomic.fna"
"145","GCA_900312575.1","Scaffold",5636,8444,"Acanthochaenus luetkenii","2018-03-19","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900312575.1/GCA_900312575.1_ASM90031257v1_genomic.fna"
"555","GCA_900312585.1","Scaffold",3697,4932,"Malacocephalus occidentalis","2018-03-18","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900312585.1/GCA_900312585.1_ASM90031258v1_genomic.fna"
"335","GCA_900312595.1","Scaffold",2928,3201,"Guentherus altivela","2018-03-19","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900312595.1/GCA_900312595.1_ASM90031259v1_genomic.fna"
"901","GCA_900312615.1","Scaffold",3373,4684,"Stylephorus chordatus","2018-03-20","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900312615.1/GCA_900312615.1_ASM90031261v1_genomic_braker.fna"
"556","GCA_900312625.1","Scaffold",3471,4482,"Merluccius polli","2018-03-18","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900312625.1/GCA_900312625.1_ASM90031262v1_genomic.fna"
"732","GCA_900312635.1","Scaffold",3457,4344,"Pollachius virens","2018-03-18","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900312635.1/GCA_900312635.1_ASM90031263v1_genomic.fna"
"146","GCA_900312935.1","Scaffold",9554,16922,"Carapus acus","2018-03-18","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900312935.1/GCA_900312935.1_ASM90031293v1_genomic.fna"
"557","GCA_900312945.1","Scaffold",3792,4774,"Merluccius capensis","2018-03-18","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900312945.1/GCA_900312945.1_ASM90031294v1_genomic.fna"
"558","GCA_900312955.1","Scaffold",5716,9473,"Myoxocephalus scorpius","2018-03-19","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900312955.1/GCA_900312955.1_ASM90031295v1_genomic.fna"
"559","GCA_900323295.1","Scaffold",4136,5266,"Molva molva","2018-03-26","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900323295.1/GCA_900323295.1_ASM90032329v1_genomic.fna"
"902","GCA_900323305.1","Scaffold",6231,19998,"Trachyrincus murrayi","2018-03-26","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900323305.1/GCA_900323305.1_ASM90032330v1_genomic.fna"
"147","GCA_900323325.1","Scaffold",3928,5368,"Borostomias antarcticus","2018-03-26","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900323325.1/GCA_900323325.1_ASM90032332v1_genomic.fna"
"1030","GCA_900323335.1","Scaffold",4642,6332,"Zeus faber","2018-03-26","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900323335.1/GCA_900323335.1_ASM90032333v1_genomic.fna"
"733","GCA_900323345.1","Scaffold",12029,24689,"Pseudochromis fuscus","2018-03-26","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900323345.1/GCA_900323345.1_ASM90032334v1_genomic.fna"
"560","GCA_900323355.1","Scaffold",3538,4444,"Merlangius merlangus","2018-03-26","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900323355.1/GCA_900323355.1_ASM90032335v1_genomic.fna"
"561","GCA_900323365.1","Scaffold",8046,18672,"Monocentris japonicus","2018-03-26","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900323365.1/GCA_900323365.1_ASM90032336v1_genomic.fna"
"148","GCA_900323375.1","Scaffold",4393,6111,"Benthosema glaciale","2018-03-26","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900323375.1/GCA_900323375.1_ASM90032337v1_genomic_aKRAB_ALL.fna"
"149","GCA_900324465.3","Chromosome",7055436,25063394,"Anabas testudineus","2021-04-24","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900324465.3/GCA_900324465.3_fAnaTes1.3_genomic.fna"
"562","GCA_900324485.3","Chromosome",8014513,25090313,"Mastacembelus armatus","2021-04-24","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900324485.3/GCA_900324485.3_fMasArm1.3_genomic.fna"
"336","GCA_900490495.1","Scaffold",2300191,10287669,"Danionella dracula","2018-07-01","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900490495.1/GCA_900490495.1_fDanDra1.1_genomic.fna"
"150","GCA_900497675.1","Scaffold",131583,667839,"Arapaima gigas","2018-07-25","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900497675.1/GCA_900497675.1_Agigas_genome_assembly_all_mixed_samples_genomic.fna"
"337","GCA_900536245.1","Scaffold",2494056,2567038,"Epinephelus coioides","2019-12-05","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900536245.1/GCA_900536245.1_Grouper_genomic.fna"
"903","GCA_900607315.1","Scaffold",1846793,29494812,"Trachinotus ovatus","2018-12-02","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900607315.1/GCA_900607315.1_golden_pompano_genome_assembly_version_2_genomic.fna"
"338","GCA_900610375.1","Scaffold",22581,24210077,"Hypoplectrus puella","2018-12-12","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900610375.1/GCA_900610375.1_HP_genome_unmasked_01_genomic.fna"
"734","GCA_900634625.2","Chromosome",5080925,22993012,"Parambassis ranga","2020-07-31","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900634625.2/GCA_900634625.2_fParRan2.2_genomic.fna"
"339","GCA_900634775.2","Chromosome",1838341,38978045,"Gouania willdenowi","2020-07-31","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900634775.2/GCA_900634775.2_fGouWil2.2_genomic.fna"
"340","GCA_900660295.1","Scaffold",2172,3367,"Diretmus argenteus","2019-06-15","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900660295.1/GCA_900660295.1_Diretmus_argenteus_assembly_genomic.fna"
"151","GCA_900660305.1","Scaffold",2690,3573,"Cetomimus sp. NI1144","2019-06-15","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900660305.1/GCA_900660305.1_Opsanus_beta_assembly_genomic.fna"
"341","GCA_900660315.1","Scaffold",4028,6032,"Diretmoides pauciradiatus","2019-06-19","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900660315.1/GCA_900660315.1_Diretmoides_pauciradiatus_assembly_genomic.fna"
"563","GCA_900660325.1","Scaffold",3062,3335,"Opsanus beta","2019-06-19","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900660325.1/GCA_900660325.1_Opsanus_beta_assembly_genomic.fna"
"342","GCA_900660355.1","Scaffold",7812,15562,"Hoplostethus atlanticus","2019-06-18","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900660355.1/GCA_900660355.1_Hoplostethus_atlanticus_assembly_genomic.fna"
"343","GCA_900660455.1","Scaffold",8514,18145,"Gephyroberyx darwinii","2019-06-18","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900660455.1/GCA_900660455.1_Gephyroberyx_darwinii_assembly_genomic.fna"
"152","GCA_900683385.1","Scaffold",3719,4562,"Anoplogaster cornuta","2019-06-15","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900683385.1/GCA_900683385.1_Anoplogaster_cornuta_assembly_genomic.fna"
"344","GCA_900700375.2","Chromosome",3059612,22793177,"Denticeps clupeoides","2020-07-31","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900700375.2/GCA_900700375.2_fDenClu1.2_genomic.fna"
"904","GCA_900880675.2","Chromosome",2862625,35791275,"Sparus aurata","2021-04-24","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900880675.2/GCA_900880675.2_fSpaAur1.2_genomic.fna"
"345","GCA_900963305.2","Chromosome",12371513,23287306,"Echeneis naucrates","2021-04-24","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_900963305.2/GCA_900963305.2_fEcheNa1.2_genomic.fna"
"905","GCA_901000725.3","Chromosome",3136617,16705553,"Takifugu rubripes","2021-04-24","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_901000725.3/GCA_901000725.3_fTakRub1.3_genomic.fna"
"735","GCA_901001165.2","Chromosome",1703178,52209666,"Salmo trutta","2021-04-24","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_901001165.2/GCA_901001165.2_fSalTru1.2_genomic.fna"
"153","GCA_901007665.1","Scaffold",15935,115785,"Aeoliscus strigatus","2020-04-15","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_901007665.1/GCA_901007665.1_Aeoliscus_strigatus_assembly_genomic.fna"
"346","GCA_901007705.1","Scaffold",17669,107234,"Fistularia tabacaria","2020-04-15","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_901007705.1/GCA_901007705.1_Fistularia_tabacaria_assembly_genomic.fna"
"347","GCA_901007715.1","Scaffold",8271,17099,"Dactylopterus volitans","2020-04-15","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_901007715.1/GCA_901007715.1_Dactylopterus_volitans_assembly_genomic.fna"
"348","GCA_901007745.1","Scaffold",10411,31191,"Hippocampus kuda","2020-04-15","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_901007745.1/GCA_901007745.1_Hippocampus_kuda_assembly_genomic.fna"
"349","GCA_901007775.1","Scaffold",27594,75189,"Dunckerocampus dactyliophorus","2020-04-15","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_901007775.1/GCA_901007775.1_Doryramphus_dactylophorus_assembly_genomic.fna"
"350","GCA_901007785.1","Scaffold",3393,3916,"Entelurus aequoreus","2020-04-15","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_901007785.1/GCA_901007785.1_Entelurus_aequoreus_assembly_genomic.fna"
"351","GCA_901007805.1","Scaffold",10333,40759,"Hippocampus whitei","2020-04-15","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_901007805.1/GCA_901007805.1_Hippocampus_whitei_assembly_genomic.fna"
"564","GCA_901007825.1","Scaffold",13365,41786,"Macroramphosus scolopax","2020-04-15","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_901007825.1/GCA_901007825.1_Macroramphorus_scolopax_assembly_genomic.fna"
"906","GCA_901007895.1","Scaffold",14947,87573,"Syngnathus rostellatus","2020-04-15","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_901007895.1/GCA_901007895.1_Syngnathus_rostellatus_assembly_genomic.fna"
"565","GCA_901007905.1","Scaffold",5245,6841,"Nerophis ophidion","2020-04-15","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_901007905.1/GCA_901007905.1_Nerophis_ophidion_assembly_genomic.fna"
"907","GCA_901007915.1","Scaffold",25809,3046963,"Syngnathus typhle","2020-04-15","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_901007915.1/GCA_901007915.1_Syngnathus_typhle_assembly_genomic.fna"
"154","GCA_901111295.1","Scaffold",12681,54849,"Anguilla obscura","2020-02-10","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_901111295.1/GCA_901111295.1_Anguilla_obscura_assembly_genomic.fna"
"155","GCA_901111305.1","Scaffold",14572,61910,"Anguilla megastoma","2020-02-10","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_901111305.1/GCA_901111305.1_Anguilla_megastoma_assembly_genomic.fna"
"156","GCA_901111315.1","Scaffold",16529,64942,"Anguilla marmorata","2020-02-10","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_901111315.1/GCA_901111315.1_Anguilla_marmorata_assembly_genomic.fna"
"566","GCA_902685375.1","Chromosome",23089617,29119677,"Neostethus bicornis","2019-11-26","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_902685375.1/GCA_902685375.1_fNeoBic2.1_genomic.fna"
"736","GCA_902810495.1","Scaffold",46763,1826695,"Petrochromis trewavasae","2020-04-15","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_902810495.1/GCA_902810495.1_PTv1.0_genomic.fna"
"908","GCA_902810505.1","Scaffold",32181,1635562,"Tropheus moorii","2020-04-15","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_902810505.1/GCA_902810505.1_TMv1.0_genomic.fna"
"157","GCA_902810595.1","Chromosome",533126,52020451,"Coregonus sp. 'balchen'","2020-03-10","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_902810595.1/GCA_902810595.1_AWG_v2_genomic.fna"
"737","GCA_902827115.2","Chromosome",656910,42832159,"Pseudochaenichthys georgianus","2022-11-04","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_902827115.2/GCA_902827115.2_fPseGeo1.2_genomic.fna"
"352","GCA_902827135.1","Scaffold",1048452,4997231,"Harpagifer antarcticus","2020-04-15","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_902827135.1/GCA_902827135.1_fHarAnt1.1_genomic.fna"
"738","GCA_902982915.1","Contig",13337272,NA,"Phalloptychus januarius","2021-09-22","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_902982915.1/GCA_902982915.1_HVK001_genomic.fna"
"567","GCA_903064625.1","Scaffold",229616,236994,"Mallotus villosus","2020-05-18","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_903064625.1/GCA_903064625.1_Mallotus_villosus_assembly_genomic.fna"
